article_id,title,transport,sea,air,real,imaginary,newspaper_id,newspaper_title,page,date,category,words,illustrated,corrections,url,page_url,days
18750719,"ONE DAY LATER. IMPORTANT FROM ENGLAND. (Reuter's Telegram Company, London, to Greville's Tel[?]ram Company, Sydney.)",,,,,,8,The Maitland Mercury and Hunter River General Advertiser (NSW : 1843 - 1893),2,1870-12-27,Article,93,N,0,https://nla.gov.au/nla.news-article18750719,http://trove.nla.gov.au/newspaper/page/134810,1
65426024,"The Portland Guardian AND NORMANBY GENERAL ADVERTISER Published every Monday and Thursday. To Protect our Rights—Not to Infring upon those of Others. MONDAY, OCTOBER 23, 1871. ARRIVAL OF THE CITY OF MELBOURNE AND NEVADA WITH NEWS FROM SAN FRANCISCO TO THE 13TH SEPTEMBER, AND FROM LONDON TO THE SAME DATE. NINE DAYS LATER NEWS. (Australian Associated Press Telegrams.) SYDNEY, This Day.",,,,,,110,Portland Guardian and Normanby General Advertiser (Vic. : 1842 - 1843; 1854 - 1876),2 S,1871-10-23,Article,721,N,0,https://nla.gov.au/nla.news-article65426024,http://trove.nla.gov.au/newspaper/page/6186902,9
114738370,"OPENING OF REGULAR TELEGRAPHIC COMMUNICATION WITH ENGLAND Sydney to London in Four to Five Days First Day, TO-MORROW, Tuesday 25th June.",,,,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1872-06-24,Article,249,N,0,https://nla.gov.au/nla.news-article114738370,http://trove.nla.gov.au/newspaper/page/11600736,9
60862542,"OPENING OF REGULAR TELEGRAPHIC COMMUNICATION WITH ENGLAND. SYDNEY TO LONDON IN FOUR TO FIVE DAYS. EMPIRE Office, Monday Morning.",,,,,,67,"Empire (Sydney, NSW : 1850 - 1875)",2,1872-06-24,Article,312,Y,0,https://nla.gov.au/nla.news-article60862542,http://trove.nla.gov.au/newspaper/page/5660498,9
63430916,"OPENING OF REGULAR TELEGRAPHIC COMMUNICATION WITH ENGLAND. SYDNEY TO LONDON IN FOUR OR FIVE DAYS. FIRST DAY TO-MORROW, TUESDAY, 25TH JUNE.",,,,,,56,Bathurst Free Press and Mining Journal (NSW : 1851 - 1904),3,1872-06-26,Article,267,N,0,https://nla.gov.au/nla.news-article63430916,http://trove.nla.gov.au/newspaper/page/4854595,9
61879298,OPENING OF TELEGRAPHIC COMMUNICATION WITH ENGLAND. SYDNEY TO LONDON IN FOUR TO FIVE DAYS.,,,,,,65,"Clarence and Richmond Examiner and New England Advertiser (Grafton, NSW : 1859 - 1889)",2,1872-07-02,Article,567,N,0,https://nla.gov.au/nla.news-article61879298,http://trove.nla.gov.au/newspaper/page/5050436,9
107147514,"TELEGRAMS THIS DAY. CABLE MESSAGES. CAPTURE OF COOMASSIE. FIVE DAYS HARD FIGHTING. PEACE NEGOTIATIONS. THE NEW LORD LIEUTENANT OF IRELAND. London, 28th February, 10.46 a.m. Received in Sydney, 27th February, 8.9 p.m.",,,,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",2,1874-02-28,Article,276,N,0,https://nla.gov.au/nla.news-article107147514,http://trove.nla.gov.au/newspaper/page/11602891,5
28731272,"COLONIAL TELEGRAMS. [AUSTRALIAN ASSOCIATED PRESS TELEGRAMS.] ARRIVAL OF THE CALIFORNIA MILL. SYDNEY, May 27. The Tartar has arrived with the Californian mail two days under the contract time, bringing English newspapers up to April 2. London, April 2.",,,,,,7,"The South Australian Advertiser (Adelaide, SA : 1858 - 1889)",2,1874-05-28,Article,1080,N,0,https://nla.gov.au/nla.news-article28731272,http://trove.nla.gov.au/newspaper/page/3019367,2
198907858,"DIRECT TELEGRAMS FROM THE COLONIES. BRITISH ADVANCING ON CABUL. THE AMEER ENCOURAGED BY RUSSIA DETERMINED TO DEFEND. EMPEROR OF GERMANY ASKS MEDIATION OF RUSSIA TO AVERT WAR. CZAR REPLIES ""SITUATION APPROVED."" BRITISH STORMED AND TOOK STRONG FORTRESS IN KHYVER PASS. LIABILITIES OF CITY OF GLASGOW BANK TEN MILLIONS. AUSTRALIAN ELEVEN VICTORIOUS IN NEW YORK. DEATH OF BARON CHELMSFORD. TASMANIAN DEBENTURES, WOOL AND TIN ALL LOWER. MAHARAJAH OF CASHMERE AIDING BRITISH AGAINST AFGHANISTAN. WITHDRAWAL OF RUSSIAN TROOPS FROM ADRIANOPLE SUSPENDED. PROPOSED RUSSO ROUMANIAN CONVENTION. CONSTRUCTION OF DUPLICATE CABLE COMMENCED. LORD HARRIS AND TEAM OF ENGLISH CRICKETERS LEAVE FOR MELBOURNE ON THURSDAY. MR. HENRY VARLEY AT SYDNEY. ARCHBISHOP VAUGHAN FETED AT MELBOURNE. ARRIVAL OF THE CHIMBORAZO AT ADELAIDE. BRINGS THREE DAYS LATER DATES. CABLE COMMUNICATION WITH ENGLAND AGAIN INTERRUPTED. SHOCKING OCCURRENCE AT MUSIC HALL, LIVERPOOL. THIRTY-THREE OF THE AUDIENCE CRUSHED TO DEATH. DEATH OF DUPANLOUP, BISHOP OF ORLEANS. BRITISH ENVOY RELEASED FROM CABUL. TAKES LETTER FROM AMEER TO VICEROY OF INDIA. GREAT FAILURES IN ENGLAND AND IN N.S. WALES. REV. C. CHINIQUY STONED. LONDON, Oct. 3.",,,,,,946,"The Tasmanian (Launceston, Tas. : 1871 - 1879)",9,1878-10-19,Article,737,N,0,https://nla.gov.au/nla.news-article198907858,http://trove.nla.gov.au/newspaper/page/22043370,3
13455926,"NEWS BY THE MAIL, VIA. SUEZ. The mail per P. and O. steamer Bangalore was delivered in Sydney yesterday morning; 14 days from London. ENGLISH AND FOREIGN AFFAIRS. (FROM OUR OWN CORRESPONDENT.) LONDON, JAN. 30.",y,y,,y,,35,The Sydney Morning Herald (NSW : 1842 - 1954),3,1880-03-16,Article,4020,N,0,https://nla.gov.au/nla.news-article13455926,http://trove.nla.gov.au/newspaper/page/1427109,44
13464031,"NEWS BY THE MAIL. VIA SUEZ. The English mail per R. M. S. Hydaspes was delivered in Sydney yesterday morning, one day in advance of time-table date. ENGLISH AND FOREIGN AFFAIRS. (FROM OUR OWN CORRESPONDENT.) LONDON, JUNE 4.",,,,,,35,The Sydney Morning Herald (NSW : 1842 - 1954),3,1880-07-16,Article,4234,N,0,https://nla.gov.au/nla.news-article13464031,http://trove.nla.gov.au/newspaper/page/1426077,1
217832343,SYDNEY TO LONDON IN SEVEN DAYS BY AERIAL EXPRESS.,y,,y,,y,902,Glen Innes Examiner and General Advertiser (NSW : 1874 - 1908),2,1881-02-01,Article,1033,N,0,https://nla.gov.au/nla.news-article217832343,http://trove.nla.gov.au/newspaper/page/23897300,7
127640723,SYDNEY TO LONDON IN SEVEN DAYS BY AERIAL EXPRESS. (Australian Sportsman.),y,,y,,y,487,"The Gundagai Times and Tumut, Adelong and Murrumbidgee District Advertiser (NSW : 1868 - 1931)",4,1881-02-04,Article,1039,N,0,https://nla.gov.au/nla.news-article127640723,http://trove.nla.gov.au/newspaper/page/12779581,7
82600377,From Sydney to London in 28 Days.,y,y,,,y,281,Singleton Argus (NSW : 1880 - 1954),2,1885-01-14,Article,311,N,0,https://nla.gov.au/nla.news-article82600377,http://trove.nla.gov.au/newspaper/page/7858523,28
162823277,London to Sydney in 28 days.,y,y,,,y,698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),98,1885-07-11,Article,192,N,0,https://nla.gov.au/nla.news-article162823277,http://trove.nla.gov.au/newspaper/page/16641452,28
228176081,AH OCEAN RACE. BETWEEN THREE WOOL CLIPPERS. The Patriarch in First. Seventy-fvye Days Sydney to London.,y,y,,y,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",6 S,1891-01-16,Article,247,N,0,https://nla.gov.au/nla.news-article228176081,http://trove.nla.gov.au/newspaper/page/24793302,70
228167062,AN OCEAN RACE. Between Three Wool Clippers. The Patriarch in First. Seventy-five Days Sydney to London.,y,y,,y,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",6,1891-01-17,Article,249,N,0,https://nla.gov.au/nla.news-article228167062,http://trove.nla.gov.au/newspaper/page/24793310,75
217806444,Sydney to London in 18 Days.,y,y,,,y,902,Glen Innes Examiner and General Advertiser (NSW : 1874 - 1908),3,1891-05-19,Article,135,N,0,https://nla.gov.au/nla.news-article217806444,http://trove.nla.gov.au/newspaper/page/23889841,18
227242303,"NEW MAIL ROUTE. SYDNEY TO NEW YORK IN THIRTEEN DAYS. London in Twenty-one Days. LONDON, September 2.",y,y,,,y,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5 S,1891-09-03,Article,67,N,0,https://nla.gov.au/nla.news-article227242303,http://trove.nla.gov.au/newspaper/page/24805789,21
213404763,Days of Rapid Travelling. Sydney to London in 30 Days. Breaking the Record.,y,y,,y,,1069,"The Daily Northern Argus (Rockhampton, Qld. : 1875 - 1896)",7,1892-01-21,Article,167,N,0,https://nla.gov.au/nla.news-article213404763,http://trove.nla.gov.au/newspaper/page/23289116,30
227176343,"THE PACIFIC MAIL. THE VANCOUVER SERVICE. The First Steamship. Australia to Vancouver in Nineteen Days--The Canadian Subsidy-- Quick Journey from Sydney to London. LONDON, April 19.",,,,,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5,1893-04-20,Article,1325,N,0,https://nla.gov.au/nla.news-article227176343,http://trove.nla.gov.au/newspaper/page/24798061,19
227171006,"THE BANKS. ENGLISH GOLD FOR SYDNEY. £500,000 for the Bank of Australasia. £250,000 for the Commercial Banking Company of Sydney -- The Standard Bank -- Meetings of Creditors -- Issue of Prefer[?] [?]ence Shares Opposed -- The E.S. and A.C. Bank. Meeting of Scotch Creditors -- Meeting Adjourned for Ten Days -- The Share Market. LONDON, May 3.",,,,,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5,1893-05-04,Article,237,N,0,https://nla.gov.au/nla.news-article227171006,http://trove.nla.gov.au/newspaper/page/24798165,30
227223360,THE PACIFIC TRADE. THE CANADIAN STEAMSHIP LINE. The Transatlantic Service. Mr. James Huddart's Ventures-- London to Sydney in 30 Days-- A Saving of Five Days.,y,y,,,y,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5,1894-04-26,Article,674,N,0,https://nla.gov.au/nla.news-article227223360,http://trove.nla.gov.au/newspaper/page/24800843,30
163326976,Sydney to London in Thirty Days,y,y,,,y,698,The Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),1164,1894-06-09,Article,63,N,0,https://nla.gov.au/nla.news-article163326976,http://trove.nla.gov.au/newspaper/page/16636134,30
171947682,"Eight-hour Day. Holiday in Sydney. LONDON, October 2.",,,,,,840,"The Telegraph (Brisbane, Qld. : 1872 - 1947)",4,1894-10-02,Article,264,N,0,https://nla.gov.au/nla.news-article171947682,http://trove.nla.gov.au/newspaper/page/18950399,8
170130357,LONDON TO SYDNEY IN TWENTY-NINE DAYS.,y,y,,,y,834,Darling Downs Gazette (Qld. : 1881 - 1922),2,1897-10-04,Article,119,N,0,https://nla.gov.au/nla.news-article170130357,http://trove.nla.gov.au/newspaper/page/19623199,29
125042422,LONDON TO SYDNEY IN TWENTY-NINE DAYS.,y,y,,,y,377,"Queensland Times, Ipswich Herald and General Advertiser (Qld. : 1861 - 1908)",4,1897-10-05,Article,120,N,0,https://nla.gov.au/nla.news-article125042422,http://trove.nla.gov.au/newspaper/page/10147345,29
4179106,From London to Sydney in Twenty-nine Days.,y,y,,,y,9,"Northern Territory Times and Gazette (Darwin, NT : 1873 - 1927)",3,1897-10-29,Article,195,N,0,https://nla.gov.au/nla.news-article4179106,http://trove.nla.gov.au/newspaper/page/825410,29
127386229,SEVEN-DAY PAPERS. WILL THE LONDON EXPERIENCE BE REPEATED IN SYDNEY.,,,,,,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",6,1899-10-08,Article,332,N,0,https://nla.gov.au/nla.news-article127386229,http://trove.nla.gov.au/newspaper/page/13495215,7
228506772,"AN OVERDUE SHIP Safety of the Hugo Molenaar, 172 Days From Sydney to London.",y,y,,y,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5,5/3/1901,Article,81,N,0,https://nla.gov.au/nla.news-article228506772,http://trove.nla.gov.au/newspaper/page/24854806,172
228277914,SYDNEY TO LONDON. Within Thirty Days.,y,y,,y,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5,14/10/1901,Article,129,N,0,https://nla.gov.au/nla.news-article228277914,http://trove.nla.gov.au/newspaper/page/24853739,30
171212108,AERIAL NAVIGATION. A SYDNEY INVENTOR. CLAIMS TO HAVE SOLVED THE PROBLEM. SYDNEY TO LONDON IN FOUR DAYS.,y,,y,,y,834,Darling Downs Gazette (Qld. : 1881 - 1922),3,20/1/1902,Article,441,N,0,https://nla.gov.au/nla.news-article171212108,http://trove.nla.gov.au/newspaper/page/19864175,4
157699370,Aerial Navigation. A Sydney Mini's Invention. To London in Four Days.,y,,y,,y,648,Mudgee Guardian and North-Western Representative (NSW : 1890 - 1954),20,23/1/1902,Article,453,N,0,https://nla.gov.au/nla.news-article157699370,http://trove.nla.gov.au/newspaper/page/16419603,4
82270215,Aerial Navigation. A SYDNEY INVENTOR. SYDNEY TO LONDON IN FOUR DAYS.,y,,y,,y,259,Warwick Examiner and Times (Qld. : 1867 - 1919),8,15/2/1902,Article,420,N,0,https://nla.gov.au/nla.news-article82270215,http://trove.nla.gov.au/newspaper/page/8257364,4
157251184,"From Sydney to London. In 25 Days. LONDON, Saturday.",y,y,,,y,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",3,14/7/1902,Article,100,N,0,https://nla.gov.au/nla.news-article157251184,http://trove.nla.gov.au/newspaper/page/17037729,25
61408856,"NAVAL ENGAGEMENT NEAR PORT ARTHUR. RUSSIAN SQUADRON DEFEATED. PORT ARTHUR BOMBARDED FOUR DAYS. INTERNATIONAL COMPLICATIONS EXPECTED (FROM OUR SYDNEY EDITOR.) LONDON, Sunday.",,,,,,64,"Clarence and Richmond Examiner (Grafton, NSW : 1889 - 1915)",5,16/8/1904,Article,493,N,0,https://nla.gov.au/nla.news-article61408856,http://trove.nla.gov.au/newspaper/page/5704649,4
229650144,FAST PASSAGE HOME. SYDNEY TO LONDON IN 83 DAYS. THE ASTRACANA'S TRIP.,y,y,,y,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",5 S,2/5/1906,Article,179,N,0,https://nla.gov.au/nla.news-article229650144,http://trove.nla.gov.au/newspaper/page/24864762,83
208610965,"LONDON TO ADELAIDE. VIA PORT DARWIN AND RUSSIA. TWENTY DAYS’ PASSAGE. SYDNEY, April 4.",,,,,,966,"Evening Journal (Adelaide, SA : 1869 - 1912)",2,5/4/1907,Article,132,N,0,https://nla.gov.au/nla.news-article208610965,http://trove.nla.gov.au/newspaper/page/22453021,20
44395776,"AN ENGLISHMAN ON AUSTRALIA. From London to Adelaide in 20 Days. Sydney, Friday.",,,,,,53,"Barrier Miner (Broken Hill, NSW : 1888 - 1954)",2,5/4/1907,Article,251,N,0,https://nla.gov.au/nla.news-article44395776,http://trove.nla.gov.au/newspaper/page/3480441,20
58128707,"LONDON TO ADELAIDE. VIA PORT DARWIN AND RUSSIA. TWENTY DAYS' PASSAGE. SYDNEY, April4.",,,,,,89,"The Register (Adelaide, SA : 1901 - 1929)",5,5/4/1907,Article,134,N,0,https://nla.gov.au/nla.news-article58128707,http://trove.nla.gov.au/newspaper/page/4423955,20
157232103,"The Colonial Conference SIR WILFRID LAURIER'S PROPOSAL PACIFIC-ATLANTIC ROUTE VIA CANADA 24 DAYS FROM SYDNEY TO LONDON WELCOMED BY ENGLAND SIR JOSEPH WARD DISAPPOINTED LONDON, Wednesday.",y,y,,,y,650,"National Advocate (Bathurst, NSW : 1889 - 1954)",2,16/5/1907,Article,526,N,0,https://nla.gov.au/nla.news-article157232103,http://trove.nla.gov.au/newspaper/page/17036115,24
229501516,"""MISSING AT LLOYD'S"" THE DUNDONALD POSTED 229 DAYS OUT FROM SYDNEY LONDON, Thursday, 2.55 p.m.",,,,,,1178,"The Australian Star (Sydney, NSW : 1887 - 1909)",1 S,4/10/1907,Article,44,N,0,https://nla.gov.au/nla.news-article229501516,http://trove.nla.gov.au/newspaper/page/24877497,229
208973121,"THE ALL-RED ROUTE. LONDON TO SYDNEY IN 26 DAYS. Melbourne, October 30.",y,y,,,y,1093,"The Express and Telegraph (Adelaide, SA : 1867 - 1922)",4 S,1/11/1907,Article,508,N,0,https://nla.gov.au/nla.news-article208973121,http://trove.nla.gov.au/newspaper/page/22916734,26
5103524,"THE ALL-RED ROUTE. LONDON TO SYDNEY IN 26 DAYS. Melbourne, October 30.",y,y,,,y,34,"The Advertiser (Adelaide, SA : 1889 - 1931)",8,1/11/1907,Article,505,N,0,https://nla.gov.au/nla.news-article5103524,http://trove.nla.gov.au/newspaper/page/933267,26
12674186,"SUCCESS OF A SYDNEY JOCKEY FOUR WINNERS IN A DAY. LONDON, September 11.",,,,,,10,"The Mercury (Hobart, Tas. : 1860 - 1954)",5,14/9/1908,Article,261,N,0,https://nla.gov.au/nla.news-article12674186,http://trove.nla.gov.au/newspaper/page/869734,4
15153881,"NEW MAIL ROUTE. SYDNEY TO LONDON. SAVING OF FOUR DAYS. MELBOURNE, Monday.",,,,,,35,The Sydney Morning Herald (NSW : 1842 - 1954),7,15/3/1910,Article,279,N,0,https://nla.gov.au/nla.news-article15153881,http://trove.nla.gov.au/newspaper/page/1305613,4
148734970,"AUSTRALIA TO ENGLAND. SYDNEY-LONDON, 27 DAYs. Melbourne, March 14.",y,y,,,y,731,"Maryborough Chronicle, Wide Bay and Burnett Advertiser (Qld. : 1860 - 1947)",2,16/3/1910,Article,229,N,0,https://nla.gov.au/nla.news-article148734970,http://trove.nla.gov.au/newspaper/page/17631872,27
182909851,"AUSTRALIA TO ENGLAND. SHORTENING THE TRIP. AN ANDES TUNNEL. SYDNEY-LONDON, 27 DAYS. MELBOURNE, Monday.",y,y,,,y,834,Darling Downs Gazette (Qld. : 1881 - 1922),5,18/3/1910,Article,254,N,0,https://nla.gov.au/nla.news-article182909851,http://trove.nla.gov.au/newspaper/page/19396791,27
216103598,"Australia to Engla[?] Shortening the Trip. An Andes Tunnel. SYDNEY-LONDON, 27 DAY [?] MELBOURNE, M[?]",y,y,,,y,1064,The Beaudesert Times (Qld. : 1908 - 1954),5,18/3/1910,Article,211,N,0,https://nla.gov.au/nla.news-article216103598,http://trove.nla.gov.au/newspaper/page/23428540,27
109806597,LONDON TO SYDNEY IN 27 DAYS.,y,y,,,y,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",4,27/5/1910,Article,124,N,0,https://nla.gov.au/nla.news-article109806597,http://trove.nla.gov.au/newspaper/page/11988465,27
53241336,FROM LONDON TO SYDNEY IN TWENTY-SEVEN DAYS.,y,y,,,y,77,"Morning Bulletin (Rockhampton, Qld. : 1878 - 1954)",7,28/5/1910,Article,140,N,0,https://nla.gov.au/nla.news-article53241336,http://trove.nla.gov.au/newspaper/page/5569550,27
109799547,"BARQUE'S TROUBLOUS VOYAGE 138 DAYS OUT FROM LONDON. SYDNEY, Tuesday.",y,y,,,y,445,"The Border Morning Mail and Riverina Times (Albury, NSW : 1903 - 1920)",5,1/6/1910,Article,102,N,0,https://nla.gov.au/nla.news-article109799547,http://trove.nla.gov.au/newspaper/page/11988484,138
112075199,"The Barque Marian Woodside. AN EVENTFUL VOYAGE. FROM LONDON TO AUSTRALIA. TERRIFIC WEATHER EXPERIENCED. 25 DAYS IN THE BAY OF BISCAY. Sydney, May 31.",,,,,,378,"Queensland Times (Ipswich, Qld. : 1909 - 1954)",5 S,1/6/1910,Article,290,N,0,https://nla.gov.au/nla.news-article112075199,http://trove.nla.gov.au/newspaper/page/9745965,25
225281133,"TEDIOUS VOYAGE. 135 DAYS FROM LONDON. SYDNEY, Tuesday.",,,,,,567,Hamilton Spectator (Vic. : 1870 - 1918),3,1/6/1910,Article,33,N,0,https://nla.gov.au/nla.news-article225281133,http://trove.nla.gov.au/newspaper/page/21982603,138
26258749,"A LONG VOYAGE. 133 DAYS FROM LONDON TO SYDNEY. Sydney, May 31.",,,,,,30,"The West Australian (Perth, WA : 1879 - 1954)",7,1/6/1910,Article,63,N,0,https://nla.gov.au/nla.news-article26258749,http://trove.nla.gov.au/newspaper/page/2568058,138
183361392,"AN EVENTFUL VOYAGE. FROM LONDON TO AUSTRALIA TERRIFIC WEATHER EXPERIENCED. 25 DAYS IN ThE BAY OF BISCAY SYDNEY, Tuesday.",,,,,,834,Darling Downs Gazette (Qld. : 1881 - 1922),4,2/6/1910,Article,275,N,0,https://nla.gov.au/nla.news-article183361392,http://trove.nla.gov.au/newspaper/page/19397318,25
69123863,FROM LONDON TO SYDNEY IN TWENTY-SEVEN DAYS.,y,y,,,y,186,"The Capricornian (Rockhampton, Qld. : 1875 - 1929)",32,4/6/1910,Article,25,N,0,https://nla.gov.au/nla.news-article69123863,http://trove.nla.gov.au/newspaper/page/6836795,27
123818465,SYDNEY TO LONDON IN TWENTY DAYS. AUSTRALIA NEEDS A FASTER SERVICE. EXPRESS STEAMERS OF 25 KNOTS. HOW THE SEA JOURNEY COULD DE REDUCED.,y,y,,,y,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",7,26/6/1910,Article,1116,N,0,https://nla.gov.au/nla.news-article123818465,http://trove.nla.gov.au/newspaper/page/13278215,20
123816925,"SYDNEY TO LONDON IN TWENTY DAYS. THREE ROUTES OPEN. A MATTER OF MONEY ONLY. ""YOU WILL NOT PAY FOR IT.""",y,y,,,y,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",7,10/7/1910,Article,1016,N,0,https://nla.gov.au/nla.news-article123816925,http://trove.nla.gov.au/newspaper/page/13278263,20
123814867,"SYDNEY TO LONDON IN TWENTY DAYS. WILL SOON BE FIVE ROUTES TO CHOOSE FROM. A MARINE ENGINEER'S OPINION. ""AS SURE AS THE SUN SHINES.""",y,y,,,y,505,"Sunday Times (Sydney, NSW : 1895 - 1930)",5,24/7/1910,Article,679,N,0,https://nla.gov.au/nla.news-article123814867,http://trove.nla.gov.au/newspaper/page/13278309,20
61524693,Sydney to London in 20 Days.,y,y,,,y,64,"Clarence and Richmond Examiner (Grafton, NSW : 1889 - 1915)",6,30/7/1910,Article,271,N,0,https://nla.gov.au/nla.news-article61524693,http://trove.nla.gov.au/newspaper/page/5427947,20
209909105,"PROTRACTED VOYAGE, 145 DAYS FROM LONDON. Sydney, August 25.",y,y,,y,,1093,"The Express and Telegraph (Adelaide, SA : 1867 - 1922)",4 S,26/8/1910,Article,96,N,0,https://nla.gov.au/nla.news-article209909105,http://trove.nla.gov.au/newspaper/page/23045423,145
